,AD1 N:03_0_R EXCH Curncy,RX1 N:03_0_R EXCH Comdty,BO1 N:03_0_R EXCH Comdty,BP1 N:03_0_R EXCH Curncy,DU1 N:03_0_R EXCH Comdty,CC1 N:03_0_R EXCH Comdty,CD1 N:03_0_R EXCH Curncy,CF1 N:03_0_R EXCH Index,CL1 N:03_0_R EXCH Comdty,C 1 N:03_0_R EXCH Comdty,CO1 N:03_0_R EXCH Comdty,CT1 N:03_0_R EXCH Comdty,GX1 N:03_0_R EXCH Index,ED1 N:03_0_R EXCH Comdty,MES1 N:03_0_R EXCH Index,EO1 N:03_0_R EXCH Index,ES1 N:03_0_R EXCH Index,FC1 N:03_0_R EXCH Comdty,Z 1 N:03_0_R EXCH Index,FV1 N:03_0_R EXCH Comdty,GC1 N:03_0_R EXCH Comdty,G 1 N:03_0_R EXCH Comdty,QS1 N:03_0_R EXCH Comdty,HG1 N:03_0_R EXCH Comdty,HO1 N:03_0_R EXCH Comdty,JO1 N:03_0_R EXCH Comdty,KC1 N:03_0_R EXCH Comdty,LC1 N:03_0_R EXCH Comdty,LH1 N:03_0_R EXCH Comdty,PE1 N:03_0_R EXCH Curncy,FA1 N:03_0_R EXCH Index,NG1 N:03_0_R EXCH Comdty,NX1 N:03_0_R EXCH Index,NV1 N:03_0_R EXCH Curncy,O 1 N:03_0_R EXCH Comdty,PA1 N:03_0_R EXCH Comdty,PL1 N:03_0_R EXCH Comdty,EO1 N:03_0_R EXCH Comdty,EC1 N:03_0_R EXCH Comdty,RP1 N:03_0_R EXCH Curncy,SB1 N:03_0_R EXCH Comdty,SM1 N:03_0_R EXCH Comdty,SP1 N:03_0_R EXCH Index,SI1 N:03_0_R EXCH Comdty,S 1 N:03_0_R EXCH Comdty,ER1 N:03_0_R EXCH Comdty,VH1 N:03_0_R EXCH Index,W 1 N:03_0_R EXCH Comdty,VG1 N:03_0_R EXCH Index
2005-09-26,55.72,95.71,48.18,174.82,101.716,2130.0,84.475,3303.8,322.1,659.25,126.41,98.42,5857.06,93.6322,,301.8,1160.19,151.649,4312.9,84.71875,597.18,74.31,1061.27,190.31,373.26,102.69,344.67,144.103,109.377,5.7707,713.3,502.647,14566.0,49.18,401.1875,256.99,1097.26,487.697,339.902,0.7467900000000001,24.41,64.98,1158.51,9.754,435.4375,97.17,2314.65,2034.375,2406.83
2005-09-27,55.71,95.71,46.95,173.74,101.687,2156.0,84.04,3289.7,318.43,655.25,124.51,103.85,5859.4,93.6029,,300.71,1160.43,152.447,4310.1,84.671875,592.95,74.29,1091.1,189.38,375.07,103.61,346.63,144.433,108.012,5.7643,711.69,501.997,14610.0,48.84,390.5,259.59,1097.86,487.066,336.029,0.7481,25.63,64.48,1158.7,9.705,427.75,97.17,2306.82,2020.5,2407.54
2005-09-28,55.91,95.76,47.79,173.69,101.658,2191.0,84.208,3328.7,324.69,655.25,126.41,103.51,5912.1,93.5882,,303.8,1161.38,152.314,4344.0,84.71875,601.73,74.42,1124.01,191.57,388.21,102.99,365.31,143.938,109.046,5.7866,712.09,539.493,14708.0,49.14,389.25,261.61,1103.7,523.447,342.639,0.7490300000000001,26.13,64.9,1159.74,9.804,431.75,97.16,2319.63,2031.3125,2424.55
2005-09-29,56.06,95.5,48.17,173.27,101.567,2288.0,84.435,3314.3,326.84,656.0625,126.23,104.47,5948.98,93.5833,,302.56,1169.93,153.279,4334.9,84.59375,605.16,74.43,1104.27,190.64,385.24,103.66,365.51,146.085,110.451,5.8168,719.33,543.166,14987.0,49.54,392.375,259.92,1111.33,527.011,344.911,0.7514900000000001,25.56,64.26,1168.28,10.006,430.0625,97.145,2331.02,2060.6875,2442.97
2005-09-30,56.22,95.52,50.47,173.34,101.548,2254.0,85.116,3325.1,324.15,662.5,125.52,101.97,5932.59,93.5295,,304.63,1172.3,153.612,4320.8,84.3984375,600.71,74.31,1099.88,189.33,374.83,104.84,367.48,147.242,111.113,5.8406,724.66,532.644,14927.0,49.5,406.1875,259.66,1115.03,516.802,342.071,0.74958,25.7,64.33,1170.65,9.949,439.8125,97.145,2326.75,2139.4375,2435.18
2005-10-03,56.25,95.3,51.95,172.57,101.534,2235.0,84.879,3346.1,320.38,672.9375,124.17,104.14,5972.99,93.5148,,307.99,1169.93,155.076,4347.9,84.2265625,596.9,74.18,1101.63,192.78,366.26,106.89,365.12,147.407,112.808,5.8581,729.19,536.318,14856.0,49.54,408.0625,256.21,1106.09,520.366,338.095,0.7467300000000001,26.39,64.48,1168.28,9.873,445.8125,97.14,2340.28,2154.875,2448.64
2005-10-04,56.3,95.27,50.58,173.17,101.515,2207.0,84.386,3365.2,312.7,663.3125,121.05,101.86,6032.7,93.5099,,308.56,1155.68,156.473,4338.1,84.234375,596.9,74.33,1066.54,193.54,360.77,104.84,364.53,150.257,112.477,5.8677,718.63,544.238,14965.0,49.83,414.375,254.85,1095.0,528.05,329.987,0.74487,26.16,62.94,1154.05,9.834,431.5625,97.136,2338.86,2145.625,2455.73
2005-10-05,55.78,95.32,50.91,173.31,101.529,2215.0,83.626,3321.8,307.27,660.0625,118.88,103.51,5957.18,93.5148,,306.03,1140.48,155.841,4294.8,84.2734375,596.9,74.42,1078.38,195.79,354.63,106.07,368.46,149.183,112.766,5.8708,703.85,542.669,14774.0,49.79,423.1875,253.94,1099.17,526.528,324.255,0.74602,26.19,62.71,1138.78,9.904,432.375,97.131,2313.94,2131.6875,2423.13
2005-10-06,55.91,95.28,50.66,175.13,101.443,2221.0,83.695,3280.7,300.27,658.4375,115.42,103.2,5842.43,93.5197,,302.07,1136.92,156.473,4245.1,84.2734375,604.15,74.46,1040.21,195.41,343.34,106.73,367.67,148.233,111.898,5.812,697.92,511.753,14364.0,50.04,424.4375,256.02,1109.54,496.532,316.87,0.75231,25.77,63.16,1135.18,10.059,432.9375,97.121,2268.37,2133.25,2378.48
2005-10-07,55.78,95.42,49.86,173.26,101.453,2181.0,84.198,3272.7,302.62,652.8125,117.08,102.97,5880.48,93.5246,,301.05,1139.77,157.471,4236.5,84.2890625,607.58,74.39,1044.16,198.2,345.0,106.43,372.98,149.1,113.345,5.8247,699.53,506.052,14522.0,49.9,422.5625,265.83,1119.56,491.001,319.349,0.7562,26.03,63.65,1138.12,10.291,432.9375,97.091,2281.9,2088.4375,2391.24
2005-10-10,55.78,95.44,49.02,173.26,101.453,2164.0,84.198,3281.7,302.42,651.1875,116.23,106.87,5896.87,93.5246,,300.75,1130.27,157.039,4252.2,,607.96,74.46,1044.16,197.93,347.06,106.58,388.91,149.591,112.973,5.8247,694.7,496.449,14468.0,49.9,415.0,273.63,1125.52,481.683,319.142,0.7562,26.69,62.9,1128.63,10.39,426.1875,97.096,2287.59,2099.25,2396.2
2005-10-11,55.5,95.25,49.69,171.68,101.433,2164.0,83.991,3287.9,310.89,652.8125,118.8,105.93,5902.73,93.5197,,300.25,1128.85,157.97,4253.8,84.234375,610.25,74.35,1066.92,201.11,355.17,104.12,396.18,149.551,111.898,5.82,690.07,517.263,14768.0,49.68,416.25,276.42,1129.57,501.878,328.076,0.7547200000000001,27.1,63.39,1127.11,10.43,432.375,97.081,2292.58,2117.8125,2397.62
2005-10-12,55.72,94.99,50.98,172.3,101.429,2152.0,84.494,3266.2,313.78,663.3125,119.5,107.33,5813.74,93.505,,297.27,1119.35,157.804,4220.3,84.078125,606.18,74.08,1070.86,196.56,354.79,105.97,398.35,149.264,109.916,5.7548,680.62,517.454,14604.0,50.07,429.4375,279.93,1127.19,502.064,331.123,0.7548900000000001,26.85,66.41,1117.72,10.381,451.9375,97.091,2257.69,2147.1875,2369.98
2005-10-13,55.31,94.6,50.34,172.71,101.381,2184.0,83.478,3231.1,308.69,656.0625,118.09,107.87,5797.34,93.4953,,295.35,1118.87,159.135,4158.1,84.0,602.62,73.71,1060.35,193.43,351.48,106.58,394.61,150.492,110.18,5.75,676.5,501.346,14664.0,49.65,430.125,275.45,1113.96,486.434,325.752,0.7523700000000001,26.76,67.05,1117.34,10.244,451.375,97.096,2238.47,2122.4375,2355.09
2005-10-14,55.45,94.43,50.64,174.16,101.357,2246.0,83.34,3242.7,306.49,656.0625,116.43,109.31,5843.6,93.4904,,297.54,1130.27,156.606,4169.5,83.9375,600.08,73.61,1020.09,192.5,343.22,106.07,391.86,146.605,108.374,5.7755,687.16,505.785,14785.0,49.97,420.6875,273.17,1105.49,490.741,323.429,0.7506200000000001,26.69,66.64,1128.54,10.412,452.3125,97.101,2259.11,2094.625,2376.35
2005-10-17,55.27,94.56,51.4,172.6,101.338,2181.0,83.685,3244.2,314.95,656.8125,118.56,107.52,5824.28,93.4904,,297.61,1134.31,156.34,4171.9,83.9296875,606.18,73.56,1053.35,199.57,349.08,108.99,409.36,145.582,106.303,5.8025,692.09,531.344,14675.0,49.97,416.875,282.4,1116.46,515.54,331.881,0.7537400000000001,26.23,66.15,1132.61,10.43,453.625,97.056,2258.4,2077.625,2372.1
2005-10-18,55.22,94.65,51.5,172.15,101.376,2211.0,83.794,3222.5,309.28,651.1875,116.04,106.31,5795.0,93.4904,,297.08,1122.2,156.074,4153.3,83.9765625,603.64,73.66,1033.22,200.07,340.44,111.6,411.52,147.218,106.347,5.8025,682.94,513.513,14511.0,50.01,405.5625,275.84,1114.31,498.24,325.776,0.7506200000000001,26.76,64.56,1120.47,10.377,448.4375,97.061,2253.42,2031.3125,2360.05
2005-10-19,55.28,94.78,51.23,173.51,101.419,2221.0,84.119,3162.2,305.41,650.375,114.71,104.24,5745.24,93.4904,,292.29,1140.24,156.573,4080.9,84.0234375,592.44,73.81,1022.28,197.93,336.78,114.57,409.16,147.996,107.625,5.8089,691.98,518.411,14479.0,50.08,408.0625,273.56,1107.88,502.992,320.924,0.7463500000000001,26.85,65.01,1138.49,10.118,452.125,97.096,2241.32,2025.125,2345.88
2005-10-20,55.51,94.65,50.53,174.35,101.328,2181.0,84.021,3173.0,298.66,653.625,113.35,102.16,5693.13,93.4904,,293.76,1120.3,155.508,4074.2,84.015625,589.14,73.61,992.52,196.5,329.12,113.55,415.65,148.2,106.127,5.8057,681.83,496.525,14238.0,50.37,417.5,275.58,1102.87,481.757,313.15,0.7433400000000001,26.62,64.9,1118.67,10.138,448.875,97.071,2221.38,2052.9375,2318.95
2005-10-21,55.24,95.01,49.48,173.76,101.395,2179.0,83.3,3156.1,,649.5625,114.47,104.62,5708.35,93.505,,291.38,1124.34,154.311,4050.9,84.2265625,596.64,73.83,972.83,196.5,328.52,110.78,406.8,147.177,107.096,5.7961,689.27,492.508,14435.0,50.26,416.875,275.58,1112.05,477.859,316.333,0.7429,27.01,63.96,1122.75,10.191,439.0625,97.081,2228.5,2039.0625,2331.7
2005-10-24,55.34,94.87,50.07,173.88,101.381,2246.0,83.261,3194.3,297.13,643.125,114.0,103.74,5779.78,93.4855,,294.1,1142.14,154.178,4109.2,84.0546875,593.97,73.88,976.33,195.57,316.34,114.63,405.62,147.3,107.405,5.8104,702.14,497.558,14462.0,50.4,423.8125,277.85,1112.05,478.222,314.715,0.74433,26.62,64.14,1140.39,10.208,441.1875,97.086,2255.55,1997.3125,2356.51
2005-10-25,55.88,94.34,50.11,175.65,101.247,2239.0,84.03,3178.1,307.57,643.125,117.92,106.04,5683.76,93.4708,,293.23,1138.82,154.685,4088.7,83.8203125,603.76,73.6,998.21,199.96,332.64,118.11,407.78,148.446,107.845,5.8057,699.93,548.6,14517.0,50.69,420.0625,287.92,1127.31,524.857,325.776,0.74482,27.06,64.52,1137.07,10.363,443.5,97.051,2221.38,2011.25,2321.78
2005-10-26,55.73,94.03,49.59,174.71,101.218,2262.0,84.504,3189.3,298.8,639.125,115.23,105.14,5732.94,93.4512,,294.74,1135.97,154.313,4128.1,83.5859375,601.6,73.51,1026.22,199.24,326.69,115.45,399.92,148.159,105.863,5.7866,697.01,533.35,14648.0,50.53,410.625,299.82,1126.59,510.268,316.489,0.7469,26.96,63.92,1134.32,10.414,438.5,97.021,2242.03,1998.875,2333.83
2005-10-27,55.93,93.79,49.27,175.57,101.137,2258.0,84.455,3132.3,300.92,637.5,115.76,100.09,5659.17,93.4512,,291.31,1123.15,154.651,4091.9,83.671875,604.91,73.64,1006.09,197.71,326.31,118.01,393.82,147.873,104.761,5.7914,685.75,519.087,14517.0,50.77,410.0,297.54,1125.28,496.622,318.733,0.7471700000000001,26.96,64.37,1121.52,10.383,438.125,96.987,2212.84,2005.0625,2303.36
2005-10-28,55.33,93.77,49.16,174.58,101.113,2205.0,83.922,3125.8,301.56,635.0625,116.31,100.84,5701.91,93.4366,,291.27,1139.53,156.14,4112.8,83.6171875,603.89,73.9,995.15,199.46,324.48,119.29,386.74,149.428,107.405,5.8311,694.2,495.227,14675.0,50.59,409.375,299.3,1122.78,473.794,319.411,0.74646,26.57,63.73,1137.83,10.357,433.5,96.991,2241.32,1963.3125,2318.95
2005-10-31,55.23,93.88,48.17,174.22,101.127,2156.0,83.586,3203.7,294.37,632.6875,113.73,99.59,5769.24,93.4366,,297.42,1149.03,156.817,4193.1,83.6328125,593.84,74.02,966.26,198.48,311.99,119.99,380.06,148.814,108.682,5.8518,706.87,462.983,14948.0,50.37,399.3125,295.2,1124.45,442.946,311.794,0.7435600000000001,25.93,64.07,1147.41,10.039,432.375,96.982,2271.22,1958.6875,2349.42
2005-11-01,54.99,93.82,48.51,173.63,101.113,2183.0,84.09,3200.8,294.81,634.25,114.25,100.05,5771.0,93.4317,,297.54,1145.71,156.31,4212.8,83.5703125,585.83,73.98,955.32,199.02,308.76,118.18,381.83,147.177,107.228,5.8645,708.07,449.896,15189.0,50.15,404.3125,290.33,1106.8,430.425,312.263,0.74668,25.75,65.5,1144.09,9.893,440.25,96.977,2267.66,1958.6875,2345.88
2005-11-02,54.85,93.48,48.13,174.83,101.051,2184.0,83.853,3201.5,294.32,631.875,114.27,100.4,5843.01,93.4268,,299.73,1156.87,156.377,4227.4,83.484375,590.92,73.61,928.19,200.61,304.98,120.34,397.36,147.791,108.902,5.8836,718.23,440.185,15282.0,49.86,407.4375,297.15,1121.94,421.134,311.741,0.7456900000000001,26.25,65.65,1155.28,10.012,439.125,96.962,2291.15,1934.0,2367.85
2005-11-03,54.54,93.41,49.59,174.29,101.056,2195.0,83.596,3251.7,304.32,632.6875,118.46,99.32,5871.11,93.4219,,301.84,1162.33,157.122,4283.3,83.3359375,587.48,73.44,941.32,200.23,313.65,122.1,407.98,148.773,109.035,5.8756,721.14,443.409,15369.0,49.52,418.125,301.38,1122.9,424.219,322.333,0.7399500000000001,26.41,67.32,1160.59,10.096,451.6875,96.972,2308.24,1935.5625,2382.02
2005-11-04,54.17,93.19,48.34,172.35,100.984,2144.0,83.458,3247.7,298.41,630.25,115.98,98.77,5843.6,93.417,,302.07,1160.67,157.122,4279.4,83.3125,582.4,73.46,943.07,202.31,307.25,123.81,408.57,149.714,109.739,5.8867,720.44,433.015,15336.0,49.16,421.9375,294.16,1114.43,414.275,316.072,0.7408300000000001,26.46,66.52,1158.98,10.03,444.375,96.957,2306.11,1923.1875,2371.39
2005-11-07,54.19,93.13,47.77,171.78,100.95,2109.0,83.251,3251.7,292.94,627.8125,113.61,98.42,5898.63,93.417,,303.09,1161.38,157.054,4302.6,83.3359375,585.58,73.53,917.25,202.48,305.52,124.76,404.83,150.246,112.339,5.9042,719.84,450.389,15385.0,48.87,416.25,298.91,1114.43,430.897,310.281,0.7427400000000001,26.03,65.73,1159.74,10.072,437.625,96.942,2325.33,1915.4375,2387.69
2005-11-08,54.31,93.43,48.07,171.65,101.008,2128.0,83.349,3251.7,294.12,629.4375,113.16,97.84,5881.07,93.4219,,304.26,1161.38,156.614,4303.8,83.5703125,587.99,73.68,911.24,201.44,304.22,124.26,424.1,150.123,111.414,5.8963,718.53,447.354,15271.0,49.14,417.5,302.8,1125.04,427.993,311.533,0.74143,25.82,65.65,1159.74,10.098,439.5,96.937,2324.62,1934.0,2383.44
2005-11-09,54.48,93.03,48.38,171.65,100.903,2140.0,83.389,3235.1,290.28,629.4375,111.34,96.79,5913.27,93.4121,,305.13,1162.33,156.073,4294.4,83.3515625,594.61,73.45,931.42,200.72,306.12,122.5,420.37,150.492,113.088,5.8963,720.24,442.65,15325.0,49.32,416.875,310.15,1139.94,423.493,307.463,0.7403900000000001,25.64,65.81,1160.59,10.169,441.75,96.907,2327.46,1946.375,2394.07
2005-11-10,53.92,93.06,47.98,171.4,100.95,2152.0,83.053,3234.4,284.72,624.625,108.99,96.39,5942.54,93.417,,306.75,1171.83,155.937,4286.5,83.5703125,594.86,73.49,903.08,205.11,298.24,123.61,419.78,150.533,111.237,5.9233,722.05,431.687,15413.0,49.36,420.0625,315.74,1151.03,413.005,301.567,0.7361200000000001,26.25,66.26,1170.08,10.204,441.0,96.937,2341.7,1913.9375,2405.41
2005-11-11,53.92,93.04,47.92,171.4,100.941,2108.0,83.053,3276.6,283.39,630.25,107.64,97.38,5971.23,93.417,,310.27,1175.86,155.734,4310.1,,597.02,73.46,893.63,208.83,294.82,122.95,420.56,147.996,111.766,5.9233,726.27,444.282,15527.0,49.36,421.9375,324.96,1158.66,425.054,300.159,0.7361200000000001,26.28,68.6,1174.16,10.277,451.5,96.927,2352.38,1924.75,2415.33
2005-11-14,53.77,92.86,47.44,171.01,100.893,2112.0,82.816,3280.9,284.17,634.25,107.49,97.71,5972.99,93.4072,,311.29,1175.15,156.749,4312.1,83.4140625,596.64,73.53,906.95,209.71,296.0,122.0,392.64,149.06,111.634,5.9328,727.18,440.298,15456.0,49.0,419.375,330.81,1163.55,421.243,300.994,0.73782,26.9,68.03,1173.4,10.306,446.625,96.902,2353.1,1926.25,2421.0
2005-11-15,54.17,93.23,47.08,170.61,100.998,2112.0,82.807,3278.8,280.68,631.0625,106.1,96.54,5989.96,93.4048,,311.85,1170.64,157.645,4299.1,83.546875,596.51,73.99,895.78,211.74,287.53,120.64,379.47,150.082,112.515,5.9567,722.25,438.629,15374.0,49.29,415.625,327.11,1162.24,419.646,296.364,0.74094,27.56,68.03,1168.94,10.313,444.5625,96.912,2335.3,1896.9375,2418.88
2005-11-16,54.08,93.75,46.76,169.11,101.089,2117.0,82.807,3258.9,285.11,621.375,107.68,95.6,5958.93,93.4097,,310.34,1172.78,157.852,4287.7,83.78125,609.36,74.67,890.63,212.07,295.79,122.5,380.61,150.082,111.193,5.936,723.76,467.687,15516.0,49.32,414.375,339.84,1179.88,447.446,300.685,0.7458,27.74,65.47,1171.03,10.598,432.9375,96.937,2318.92,1895.375,2401.87
2005-11-17,54.26,93.71,46.7,169.35,101.041,2126.0,83.251,3261.8,277.52,619.75,105.47,95.31,5987.04,93.4146,,312.04,1182.75,156.922,4304.6,83.9140625,619.28,74.56,898.79,213.27,290.28,120.84,386.29,149.305,109.431,5.9519,731.9,453.006,15850.0,49.5,420.6875,340.62,1171.18,433.401,293.997,0.74909,27.58,65.99,1180.98,10.73,434.8125,96.922,2328.89,1883.0,2416.75
2005-11-18,54.17,93.07,46.38,168.98,100.826,2228.0,82.945,3288.1,276.54,616.5625,105.52,94.68,6024.51,93.4072,,314.11,1187.5,156.577,4332.6,83.765625,618.39,74.36,875.17,216.78,290.15,118.54,379.85,148.978,110.356,5.944,733.91,432.977,16024.0,49.47,422.5625,346.99,1175.59,414.239,294.306,0.7511700000000001,27.42,65.01,1185.73,10.684,427.6875,96.833,2334.58,1866.0,2435.18
